
SetupTitle, HfO2 experiment
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 05/10/2022 11:56:29
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 136
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 300 300 60 3
MetaData, TestRecord.LinkKey, 1582df9c-03b3-464c-b728-8c0795b5d088
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, DrainVoltage
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -3
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 3
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, DrainCurrent
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -0.0086
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.013
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.39814814814814814
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.39814814814814814
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.39814814814814814
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.39814814814814814
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.39814814814814814
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V3, I3, I1
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, HfO2 experiment
Dimension1, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1
DataName, DrainVoltage, DrainCurrent, V3, I3, I1
DataValue, -3, -1.24571E-05, , , 
DataValue, -2.97, -1.17912E-05, , , 
DataValue, -2.94, -1.14686E-05, , , 
DataValue, -2.91, -1.0608900000000001E-05, , , 
DataValue, -2.88, -1.0026280000000001E-05, , , 
DataValue, -2.85, -9.38892E-06, , , 
DataValue, -2.82, -8.73968E-06, , , 
DataValue, -2.79, -8.2516600000000016E-06, , , 
DataValue, -2.7600000000000002, -7.64689E-06, , , 
DataValue, -2.73, -7.0763800000000008E-06, , , 
DataValue, -2.7, -6.6374900000000005E-06, , , 
DataValue, -2.67, -6.19704E-06, , , 
DataValue, -2.64, -5.8551700000000007E-06, , , 
DataValue, -2.61, -5.4709900000000008E-06, , , 
DataValue, -2.58, -5.0934E-06, , , 
DataValue, -2.5500000000000003, -4.6682300000000009E-06, , , 
DataValue, -2.52, -4.32246E-06, , , 
DataValue, -2.49, -4.02868E-06, , , 
DataValue, -2.46, -3.7484100000000003E-06, , , 
DataValue, -2.43, -3.5220300000000003E-06, , , 
DataValue, -2.4, -3.2492800000000003E-06, , , 
DataValue, -2.37, -3.01883E-06, , , 
DataValue, -2.34, -2.80728E-06, , , 
DataValue, -2.31, -2.5483300000000002E-06, , , 
DataValue, -2.2800000000000002, -2.32968E-06, , , 
DataValue, -2.25, -2.1446E-06, , , 
DataValue, -2.22, -1.99131E-06, , , 
DataValue, -2.19, -1.8631500000000001E-06, , , 
DataValue, -2.16, -1.7347200000000002E-06, , , 
DataValue, -2.13, -1.5830500000000002E-06, , , 
DataValue, -2.1, -1.46841E-06, , , 
DataValue, -2.07, -1.3486400000000001E-06, , , 
DataValue, -2.04, -1.2323E-06, , , 
DataValue, -2.0100000000000002, -1.14691E-06, , , 
DataValue, -1.9800000000000002, -1.06617E-06, , , 
DataValue, -1.9500000000000002, -9.83663E-07, , , 
DataValue, -1.9200000000000002, -9.10811E-07, , , 
DataValue, -1.8900000000000001, -8.27578E-07, , , 
DataValue, -1.86, -7.4101399999999994E-07, , , 
DataValue, -1.83, -6.89693E-07, , , 
DataValue, -1.8, -6.2348E-07, , , 
DataValue, -1.77, -5.77891E-07, , , 
DataValue, -1.74, -5.50253E-07, , , 
DataValue, -1.7100000000000002, -5.06847E-07, , , 
DataValue, -1.6800000000000002, -4.64156E-07, , , 
DataValue, -1.6500000000000001, -4.26887E-07, , , 
DataValue, -1.62, -3.85112E-07, , , 
DataValue, -1.59, -3.47593E-07, , , 
DataValue, -1.56, -3.19758E-07, , , 
DataValue, -1.53, -2.88203E-07, , , 
DataValue, -1.5, -2.60019E-07, , , 
DataValue, -1.47, -2.37549E-07, , , 
DataValue, -1.4400000000000002, -2.17468E-07, , , 
DataValue, -1.4100000000000001, -1.97486E-07, , , 
DataValue, -1.3800000000000001, -1.79935E-07, , , 
DataValue, -1.35, -1.63137E-07, , , 
DataValue, -1.32, -1.47279E-07, , , 
DataValue, -1.29, -1.3309E-07, , , 
DataValue, -1.26, -1.2055E-07, , , 
DataValue, -1.23, -1.09044E-07, , , 
DataValue, -1.2, -9.7046399999999989E-08, , , 
DataValue, -1.1700000000000002, -8.7411699999999986E-08, , , 
DataValue, -1.1400000000000001, -7.7865699999999988E-08, , , 
DataValue, -1.11, -6.9825899999999987E-08, , , 
DataValue, -1.08, -6.31919E-08, , , 
DataValue, -1.05, -5.5806599999999996E-08, , , 
DataValue, -1.02, -4.9463299999999994E-08, , , 
DataValue, -0.9900000000000001, -4.33957E-08, , , 
DataValue, -0.96000000000000008, -3.74387E-08, , , 
DataValue, -0.93, -3.2141599999999996E-08, , , 
DataValue, -0.9, -2.6975899999999997E-08, , , 
DataValue, -0.87, -2.24503E-08, , , 
DataValue, -0.84000000000000008, -1.9996199999999997E-08, , , 
DataValue, -0.81, -1.7663599999999997E-08, , , 
DataValue, -0.78, -1.51996E-08, , , 
DataValue, -0.75, -1.2846799999999998E-08, , , 
DataValue, -0.72000000000000008, -1.0750299999999998E-08, , , 
DataValue, -0.69000000000000006, -9.81883E-09, , , 
DataValue, -0.66, -8.34319E-09, , , 
DataValue, -0.63, -6.70628E-09, , , 
DataValue, -0.6, -5.71474E-09, , , 
DataValue, -0.57000000000000006, -4.63436E-09, , , 
DataValue, -0.54, -3.65697E-09, , , 
DataValue, -0.51, -2.87572E-09, , , 
DataValue, -0.48000000000000004, -2.3572E-09, , , 
DataValue, -0.45, -1.82874E-09, , , 
DataValue, -0.42000000000000004, -1.36077E-09, , , 
DataValue, -0.39, -1.0653E-09, , , 
DataValue, -0.36000000000000004, -7.9472E-10, , , 
DataValue, -0.33, -4.0933700000000003E-10, , , 
DataValue, -0.3, -2.2456300000000002E-10, , , 
DataValue, -0.27, -8.7738000000000008E-11, , , 
DataValue, -0.24000000000000002, 4.3669E-11, , , 
DataValue, -0.21000000000000002, 1.41886E-10, , , 
DataValue, -0.18000000000000002, 2.0635900000000002E-10, , , 
DataValue, -0.15, 2.46437E-10, , , 
DataValue, -0.12000000000000001, 2.8766700000000003E-10, , , 
DataValue, -0.090000000000000011, 3.1204500000000003E-10, , , 
DataValue, -0.060000000000000005, 3.3920200000000005E-10, , , 
DataValue, -0.030000000000000002, 3.57996E-10, , , 
DataValue, 0, 3.7807900000000004E-10, , , 
DataValue, 0.030000000000000002, 3.9738100000000004E-10, , , 
DataValue, 0.060000000000000005, 4.16386E-10, , , 
DataValue, 0.090000000000000011, 4.3909300000000006E-10, , , 
DataValue, 0.12000000000000001, 4.75859E-10, , , 
DataValue, 0.15, 5.1416600000000006E-10, , , 
DataValue, 0.18000000000000002, 5.4859300000000009E-10, , , 
DataValue, 0.21000000000000002, 5.9411500000000007E-10, , , 
DataValue, 0.24000000000000002, 6.6932700000000008E-10, , , 
DataValue, 0.27, 7.72711E-10, , , 
DataValue, 0.3, 9.6854E-10, , , 
DataValue, 0.33, 1.01915E-09, , , 
DataValue, 0.36000000000000004, 1.17825E-09, , , 
DataValue, 0.39, 1.45334E-09, , , 
DataValue, 0.42000000000000004, 1.89988E-09, , , 
DataValue, 0.45, 2.18702E-09, , , 
DataValue, 0.48000000000000004, 2.28916E-09, , , 
DataValue, 0.51, 2.01387E-09, , , 
DataValue, 0.54, 2.26459E-09, , , 
DataValue, 0.57000000000000006, 2.61728E-09, , , 
DataValue, 0.6, 3.01185E-09, , , 
DataValue, 0.63, 3.34607E-09, , , 
DataValue, 0.66, 4.00655E-09, , , 
DataValue, 0.69000000000000006, 4.4662E-09, , , 
DataValue, 0.72000000000000008, 4.91733E-09, , , 
DataValue, 0.75, 6.4056E-09, , , 
DataValue, 0.78, 6.71473E-09, , , 
DataValue, 0.81, 7.68789E-09, , , 
DataValue, 0.84000000000000008, 8.57984E-09, , , 
DataValue, 0.87, 1.14361E-08, , , 
DataValue, 0.9, 1.21838E-08, , , 
DataValue, 0.93, 1.24534E-08, , , 
DataValue, 0.96000000000000008, 1.35587E-08, , , 
DataValue, 0.9900000000000001, 1.6073499999999998E-08, , , 
DataValue, 1.02, 1.88485E-08, , , 
DataValue, 1.05, 2.1191599999999997E-08, , , 
DataValue, 1.08, 2.18493E-08, , , 
DataValue, 1.11, 2.1888199999999998E-08, , , 
DataValue, 1.1400000000000001, 2.4538499999999998E-08, , , 
DataValue, 1.1700000000000002, 2.70775E-08, , , 
DataValue, 1.2, 3.0713699999999997E-08, , , 
DataValue, 1.23, 3.27276E-08, , , 
DataValue, 1.26, 3.5724099999999995E-08, , , 
DataValue, 1.29, 3.94704E-08, , , 
DataValue, 1.32, 4.3530299999999996E-08, , , 
DataValue, 1.35, 4.83288E-08, , , 
DataValue, 1.3800000000000001, 5.2999299999999993E-08, , , 
DataValue, 1.4100000000000001, 5.8589899999999992E-08, , , 
DataValue, 1.4400000000000002, 6.3492E-08, , , 
DataValue, 1.47, 7.03976E-08, , , 
DataValue, 1.5, 7.7152699999999986E-08, , , 
DataValue, 1.53, 8.6824799999999987E-08, , , 
DataValue, 1.56, 9.4715999999999986E-08, , , 
DataValue, 1.59, 1.04785E-07, , , 
DataValue, 1.62, 1.16771E-07, , , 
DataValue, 1.6500000000000001, 1.2627499999999998E-07, , , 
DataValue, 1.6800000000000002, 1.40171E-07, , , 
DataValue, 1.7100000000000002, 1.55162E-07, , , 
DataValue, 1.74, 1.71086E-07, , , 
DataValue, 1.77, 1.89299E-07, , , 
DataValue, 1.8, 2.07439E-07, , , 
DataValue, 1.83, 2.29153E-07, , , 
DataValue, 1.86, 2.517E-07, , , 
DataValue, 1.8900000000000001, 2.7399E-07, , , 
DataValue, 1.9200000000000002, 3.00597E-07, , , 
DataValue, 1.9500000000000002, 3.28039E-07, , , 
DataValue, 1.9800000000000002, 3.5999E-07, , , 
DataValue, 2.0100000000000002, 3.9302E-07, , , 
DataValue, 2.04, 4.2874599999999997E-07, , , 
DataValue, 2.07, 4.67846E-07, , , 
DataValue, 2.1, 5.12519E-07, , , 
DataValue, 2.13, 5.5660199999999994E-07, , , 
DataValue, 2.16, 6.06306E-07, , , 
DataValue, 2.19, 6.61484E-07, , , 
DataValue, 2.22, 7.223E-07, , , 
DataValue, 2.25, 7.86366E-07, , , 
DataValue, 2.2800000000000002, 8.54453E-07, , , 
DataValue, 2.31, 9.27811E-07, , , 
DataValue, 2.34, 1.004479E-06, , , 
DataValue, 2.37, 1.0710300000000002E-06, , , 
DataValue, 2.4, 1.1628100000000002E-06, , , 
DataValue, 2.43, 1.2622000000000002E-06, , , 
DataValue, 2.46, 1.3684400000000002E-06, , , 
DataValue, 2.49, 1.4840400000000002E-06, , , 
DataValue, 2.52, 1.60859E-06, , , 
DataValue, 2.5500000000000003, 1.7410100000000002E-06, , , 
DataValue, 2.58, 1.8869E-06, , , 
DataValue, 2.61, 2.03629E-06, , , 
DataValue, 2.64, 2.19799E-06, , , 
DataValue, 2.67, 2.37486E-06, , , 
DataValue, 2.7, 2.5788E-06, , , 
DataValue, 2.73, 2.80331E-06, , , 
DataValue, 2.7600000000000002, 3.0338600000000005E-06, , , 
