
SetupTitle, HfO2 experiment
PrimitiveTest, I/V Sweep
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 05/10/2022 11:44:55
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 123
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 300 500 60 1 3
MetaData, TestRecord.LinkKey, 14db9dc8-67c2-4fe2-8ae0-3ba639d6f8ec
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, DrainVoltage
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, DrainCurrent
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -3.5E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 3.6E-05
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.49295774647887325
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.49295774647887325
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.49295774647887325
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.49295774647887325
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.49295774647887325
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V3, I3, I1
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, , , 
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, HfO2 experiment
Dimension1, 402, 402, 402, 402, 402
Dimension2, 1, 1, 1, 1, 1
DataName, DrainVoltage, DrainCurrent, V3, I3, I1
DataValue, -1, -3.44063E-05, , , 
DataValue, -0.9900000000000001, -3.33503E-05, , , 
DataValue, -0.98000000000000009, -3.1943900000000004E-05, , , 
DataValue, -0.97000000000000008, -3.0537400000000003E-05, , , 
DataValue, -0.96000000000000008, -2.9762600000000002E-05, , , 
DataValue, -0.95000000000000007, -2.86984E-05, , , 
DataValue, -0.94000000000000006, -2.7667300000000002E-05, , , 
DataValue, -0.93, -2.6389600000000002E-05, , , 
DataValue, -0.92, -2.51309E-05, , , 
DataValue, -0.91, -2.4068E-05, , , 
DataValue, -0.9, -2.32041E-05, , , 
DataValue, -0.89, -2.2346E-05, , , 
DataValue, -0.88, -2.16605E-05, , , 
DataValue, -0.87, -2.09003E-05, , , 
DataValue, -0.86, -1.99379E-05, , , 
DataValue, -0.85000000000000009, -1.9706600000000002E-05, , , 
DataValue, -0.84000000000000008, -1.96767E-05, , , 
DataValue, -0.83000000000000007, -1.87294E-05, , , 
DataValue, -0.82000000000000006, -1.8161400000000002E-05, , , 
DataValue, -0.81, -1.74602E-05, , , 
DataValue, -0.8, -1.6708E-05, , , 
DataValue, -0.79, -1.64011E-05, , , 
DataValue, -0.78, -1.57315E-05, , , 
DataValue, -0.77, -1.5178900000000001E-05, , , 
DataValue, -0.76, -1.4508E-05, , , 
DataValue, -0.75, -1.3683000000000001E-05, , , 
DataValue, -0.74, -1.32784E-05, , , 
DataValue, -0.73, -1.27423E-05, , , 
DataValue, -0.72000000000000008, -1.23027E-05, , , 
DataValue, -0.71000000000000008, -1.1812E-05, , , 
DataValue, -0.70000000000000007, -1.1485000000000001E-05, , , 
DataValue, -0.69000000000000006, -1.10869E-05, , , 
DataValue, -0.68, -1.0641300000000001E-05, , , 
DataValue, -0.67, -1.02884E-05, , , 
DataValue, -0.66, -9.88688E-06, , , 
DataValue, -0.65, -9.47113E-06, , , 
DataValue, -0.64, -9.1141000000000014E-06, , , 
DataValue, -0.63, -8.7447800000000017E-06, , , 
DataValue, -0.62, -8.480690000000001E-06, , , 
DataValue, -0.61, -8.142460000000001E-06, , , 
DataValue, -0.6, -7.86927E-06, , , 
DataValue, -0.59000000000000008, -7.4736200000000005E-06, , , 
DataValue, -0.58000000000000007, -7.2218300000000004E-06, , , 
DataValue, -0.57000000000000006, -6.9533700000000006E-06, , , 
DataValue, -0.56, -6.6052100000000006E-06, , , 
DataValue, -0.55, -6.3450900000000006E-06, , , 
DataValue, -0.54, -6.0333E-06, , , 
DataValue, -0.53, -5.87535E-06, , , 
DataValue, -0.52, -5.75704E-06, , , 
DataValue, -0.51, -5.6514400000000009E-06, , , 
DataValue, -0.5, -5.4456000000000009E-06, , , 
DataValue, -0.49000000000000005, -5.24336E-06, , , 
DataValue, -0.48000000000000004, -5.0266800000000008E-06, , , 
DataValue, -0.47000000000000003, -4.6483700000000007E-06, , , 
DataValue, -0.46, -4.5225200000000009E-06, , , 
DataValue, -0.45, -4.43619E-06, , , 
DataValue, -0.44, -4.19519E-06, , , 
DataValue, -0.43, -3.7027200000000003E-06, , , 
DataValue, -0.42000000000000004, -3.54883E-06, , , 
DataValue, -0.41000000000000003, -3.40318E-06, , , 
DataValue, -0.4, -3.5889400000000003E-06, , , 
DataValue, -0.39, -3.4218800000000005E-06, , , 
DataValue, -0.38, -3.27588E-06, , , 
DataValue, -0.37, -3.1278600000000003E-06, , , 
DataValue, -0.36000000000000004, -2.9055100000000002E-06, , , 
DataValue, -0.35000000000000003, -2.74108E-06, , , 
DataValue, -0.34, -2.61481E-06, , , 
DataValue, -0.33, -2.48404E-06, , , 
DataValue, -0.32, -2.2094600000000004E-06, , , 
DataValue, -0.31, -2.09918E-06, , , 
DataValue, -0.3, -1.99807E-06, , , 
DataValue, -0.29000000000000004, -1.89754E-06, , , 
DataValue, -0.28, -1.7986200000000002E-06, , , 
DataValue, -0.27, -1.6907000000000002E-06, , , 
DataValue, -0.26, -1.5942100000000002E-06, , , 
DataValue, -0.25, -1.5017100000000002E-06, , , 
DataValue, -0.24000000000000002, -1.4116600000000001E-06, , , 
DataValue, -0.23, -1.32823E-06, , , 
DataValue, -0.22, -1.2456200000000001E-06, , , 
DataValue, -0.21000000000000002, -1.16229E-06, , , 
DataValue, -0.2, -1.09015E-06, , , 
DataValue, -0.19, -1.01353E-06, , , 
DataValue, -0.18000000000000002, -9.3918099999999994E-07, , , 
DataValue, -0.17, -8.71169E-07, , , 
DataValue, -0.16, -8.03767E-07, , , 
DataValue, -0.15, -7.37906E-07, , , 
DataValue, -0.14, -6.7695799999999994E-07, , , 
DataValue, -0.13, -6.1610099999999994E-07, , , 
DataValue, -0.12000000000000001, -5.56136E-07, , , 
DataValue, -0.11, -4.98377E-07, , , 
DataValue, -0.1, -4.4447799999999996E-07, , , 
DataValue, -0.090000000000000011, -3.92605E-07, , , 
DataValue, -0.08, -3.42386E-07, , , 
DataValue, -0.07, -2.96664E-07, , , 
DataValue, -0.060000000000000005, -2.50339E-07, , , 
DataValue, -0.05, -2.05957E-07, , , 
DataValue, -0.04, -1.62834E-07, , , 
DataValue, -0.030000000000000002, -1.21276E-07, , , 
DataValue, -0.02, -7.9875499999999993E-08, , , 
DataValue, -0.01, -3.91368E-08, , , 
DataValue, 0, 1.8123500000000002E-10, , , 
DataValue, 0.01, 4.00144E-08, , , 
DataValue, 0.02, 8.07276E-08, , , 
DataValue, 0.030000000000000002, 1.21297E-07, , , 
DataValue, 0.04, 1.6367299999999999E-07, , , 
DataValue, 0.05, 2.06287E-07, , , 
DataValue, 0.060000000000000005, 2.51836E-07, , , 
DataValue, 0.07, 2.99156E-07, , , 
DataValue, 0.08, 3.42162E-07, , , 
DataValue, 0.090000000000000011, 3.9161E-07, , , 
DataValue, 0.1, 4.4455099999999997E-07, , , 
DataValue, 0.11, 4.96073E-07, , , 
DataValue, 0.12000000000000001, 5.50628E-07, , , 
DataValue, 0.13, 6.08527E-07, , , 
DataValue, 0.14, 6.7002299999999994E-07, , , 
DataValue, 0.15, 7.3263699999999994E-07, , , 
DataValue, 0.16, 7.99306E-07, , , 
DataValue, 0.17, 8.64057E-07, , , 
DataValue, 0.18000000000000002, 9.28802E-07, , , 
DataValue, 0.19, 1.002219E-06, , , 
DataValue, 0.2, 1.075375E-06, , , 
DataValue, 0.21000000000000002, 1.16767E-06, , , 
DataValue, 0.22, 1.2457000000000002E-06, , , 
DataValue, 0.23, 1.32366E-06, , , 
DataValue, 0.24000000000000002, 1.4034200000000001E-06, , , 
DataValue, 0.25, 1.48712E-06, , , 
DataValue, 0.26, 1.57693E-06, , , 
DataValue, 0.27, 1.6568300000000002E-06, , , 
DataValue, 0.28, 1.7504600000000002E-06, , , 
DataValue, 0.29000000000000004, 1.8685400000000002E-06, , , 
DataValue, 0.3, 1.9600300000000003E-06, , , 
DataValue, 0.31, 2.06069E-06, , , 
DataValue, 0.32, 2.1632300000000003E-06, , , 
DataValue, 0.33, 2.30097E-06, , , 
DataValue, 0.34, 2.41001E-06, , , 
DataValue, 0.35000000000000003, 2.56077E-06, , , 
DataValue, 0.36000000000000004, 2.7184100000000004E-06, , , 
DataValue, 0.37, 2.8451900000000005E-06, , , 
DataValue, 0.38, 2.9876800000000005E-06, , , 
DataValue, 0.39, 3.1355500000000004E-06, , , 
DataValue, 0.4, 3.3151400000000005E-06, , , 
DataValue, 0.41000000000000003, 3.4412E-06, , , 
DataValue, 0.42000000000000004, 3.6100300000000006E-06, , , 
DataValue, 0.43, 3.80826E-06, , , 
DataValue, 0.44, 3.6260900000000005E-06, , , 
DataValue, 0.45, 3.7935100000000005E-06, , , 
DataValue, 0.46, 3.9562E-06, , , 
DataValue, 0.47000000000000003, 4.1185000000000005E-06, , , 
DataValue, 0.48000000000000004, 4.31127E-06, , , 
DataValue, 0.49000000000000005, 4.4759000000000006E-06, , , 
DataValue, 0.5, 4.7257800000000009E-06, , , 
DataValue, 0.51, 4.89036E-06, , , 
DataValue, 0.52, 5.1118600000000007E-06, , , 
DataValue, 0.53, 5.4011700000000005E-06, , , 
DataValue, 0.54, 5.7129000000000008E-06, , , 
DataValue, 0.55, 6.10579E-06, , , 
DataValue, 0.56, 6.35056E-06, , , 
DataValue, 0.57000000000000006, 6.58874E-06, , , 
DataValue, 0.58000000000000007, 6.84467E-06, , , 
DataValue, 0.59000000000000008, 7.1944000000000009E-06, , , 
DataValue, 0.6, 7.5281400000000011E-06, , , 
DataValue, 0.61, 7.83747E-06, , , 
DataValue, 0.62, 8.1909200000000012E-06, , , 
DataValue, 0.63, 8.5699600000000015E-06, , , 
DataValue, 0.64, 8.8536500000000012E-06, , , 
DataValue, 0.65, 9.2099200000000011E-06, , , 
DataValue, 0.66, 9.58246E-06, , , 
DataValue, 0.67, 1.0058660000000001E-05, , , 
DataValue, 0.68, 1.0536190000000002E-05, , , 
DataValue, 0.69000000000000006, 1.094049E-05, , , 
DataValue, 0.70000000000000007, 1.1448990000000001E-05, , , 
DataValue, 0.71000000000000008, 1.18584E-05, , , 
DataValue, 0.72000000000000008, 1.22418E-05, , , 
DataValue, 0.73, 1.27987E-05, , , 
DataValue, 0.74, 1.3435800000000001E-05, , , 
DataValue, 0.75, 1.39184E-05, , , 
DataValue, 0.76, 1.4609E-05, , , 
DataValue, 0.77, 1.52789E-05, , , 
DataValue, 0.78, 1.59095E-05, , , 
DataValue, 0.79, 1.64017E-05, , , 
DataValue, 0.8, 1.6974E-05, , , 
DataValue, 0.81, 1.8234000000000002E-05, , , 
DataValue, 0.82000000000000006, 1.85729E-05, , , 
DataValue, 0.83000000000000007, 1.8614300000000002E-05, , , 
DataValue, 0.84000000000000008, 1.94512E-05, , , 
DataValue, 0.85000000000000009, 2.01233E-05, , , 
DataValue, 0.86, 2.07849E-05, , , 
DataValue, 0.87, 2.16359E-05, , , 
DataValue, 0.88, 2.24717E-05, , , 
DataValue, 0.89, 2.33741E-05, , , 
DataValue, 0.9, 2.4244900000000002E-05, , , 
